"Dénomination / Nom";"Début d'activité";"SIREN";"Représentants";"Adresse du siège";"Forme juridique";"Activité";"Département";"Etablissements";"Capital";"Statut"
"SCI DES MARTRAITS";"17/02/1948";"'338638661";"FRANCOISE SUZANNE CHENEAU, JEANNINE CHENEAU";"39 RUE PORTE AUX SAINTS 78200 MANTES-LA-JOLIE FRANCE ";"Société civile immobilière";"PROPRIETE ADMINISTRATION EXPLOITATION SISE A MANTES LA JOLIE 41 RUE PORTE AUX SAINTS";"'78";"";"5334.0";"Active"
"SCI MODERNE DE LILLE";"18/02/1948";"'783690837";"";"66 RUE SAINT-ETIENNE 59800 LILLE FRANCE ";"Société civile immobilière";"Achat et exploitation d'immeubles et plus particu- lièrement celui sis 66-68 Rue Saint Etienne à LILLE";"'59";"";"11296.0";"Active"
"SCI MAJESTIC";"18/02/1948";"'424666733";"NICOLAS TOM TIMOTHY CHAN, DAVID BOB CHAN, JEANNE LOUISE FARRICH, ISABELLE JACQUELINE FESIGNY, ERIC GEORGES FESIGNY, DIDIER PIERRE CLAUDE GENEVE, MARTINE FRANCOISE ANNE-MARIE GENEVE, THIERRY BERNARD PIERRE GENEVE, ALEXANDRE ARNAUD ENZO GENEVE, ALEXIANE LAURE MAXIME GENEVE, NATHAN MICHEL CHRISTIAN GENEVE, FAUSTINE CAMILLE MARIE GENEVE, CLARA BEATRICE LAETITIA GENEVE, STEPHANE CHRISTIAN PHILIPPE MOYET, ERIC GUY TEIVA MOYET, VALERIE MOYET, GUY JEAN MOYET, CLAUDE JOSETTE MARIE MOYET";"96 IMP ROBERT DESNOS 38920 CROLLES FRANCE ";"Société civile immobilière";"Acquisition, administration de tous immeubles bâtis et non bâtis, prise à bail, location, construction et aménagements de tous immeubles.";"'38";"109 AV GABRIEL PERI 38400 SAINT-MARTIN-D'HERES FRANCE 31 RUE DU FRAGNES 38920 CROLLES FRANCE 4 RUE MARIE VOLAIT 38700 LA TRONCHE FRANCE ";"214.5";"Active"
"SCI  DE LA FERME DE BELLEMARE";"19/02/1948";"'427840459";"CHANTAL MARIE HENRIETTE DE GALLERY DE LA SERVIERE, BENEDICTE MARIE ROBERTE DE LENCQUESAING";"FERME DE BELLEMARE 14590 OUILLY-DU-HOULEY FRANCE ";"Société civile immobilière";"Mise en valeur par la location totale ou partielle de la propriété dénommée ""ferme de Bellemare""";"'14";"";"11830.0";"Active"
"COOPERATIVE VINICOLE DE MANCY SOCIETE COOPERATIVE AGRICOLE";"19/02/1948";"'780395018";"FRANK ROLLAND LESTERLIN, ERIC ARSENE LUCIEN POTIE, ALBAN PATRICK LEON LELIEVRE, CELINE AUDE VALERIE GOOSSE, CLARISSE MARIE-PIERRE DELONG";"25 AV DE CHAMPAGNE 51200 EPERNAY FRANCE ";"Société coopérative agricole";"collecte, élaboration écoulement des apports des associés-coopérateurs. Prestations viticoles et vinicoles.";"'51";"6 RUE DU CHATEAU 51530 MANCY FRANCE ";"243540.0";"Active"
"SCI  DU 29 RUE D ESTIENNE D ORVES";"20/02/1948";"'431181759";"GERARD TIMSIT, COLETTE TIMSIT, HERVE Timsit, ALAIN Timsit, MAUD Vessillier";"32 RUE DE L'ASSOMPTION 75016 PARIS FRANCE ";"Société civile immobilière";"ACQUISITION ET EXPLOITATION DE L'IMMEUBLE 29 RUE D'ESTIENNE D'ORVES A VINCENNES - LOCATION D'APPARTEMENTS";"'75";"29 RUE D'ESTIENNE D'ORVES 94300 VINCENNES FRANCE 35 RUE LE MAROIS 75016 PARIS FRANCE ";"36567.76";"Active"
"SCI ILE DE FRANCE";"23/02/1948";"'443709803";"COLETTE AUDREN, NICOLAS LE GRAND, EVA LEGRIS, MANON LEGRIS";"3 SQ DE L'AVENUE DU BOIS 75016 PARIS FRANCE ";"Société civile";"ACQUISITION ET EXPLOITATION PAR LOCATION OU AUTREMENT AINSI QUE L'ADMINISTRATION D'UN APPARTEMENT DEPANDANT D'UN IMMEUBLE A PARIS (16E) 3 SQUARE DE L'AVENUE DU BOIS ET DE TOUS AUTRES IMMEUBLES";"'75";"";"1067.14";"Active"
"LES MENUISERIES MODERNES";"23/02/1948";"'056801095";"MR POUPINET ALAIN MARIE MICHEL GERARD, ALAIN POUPINET";"0 RTE LE VERT CLOS 13124 PEYPIN FRANCE ";"Société à responsabilité limitée";"Exploitation d'un atelier de menuiserie";"'13";"245 AV DE MONTOLIVET 13012 MARSEILLE ";"15244.9";"Active"
"CUMA L'UNION";"25/02/1948";"'417615507";"YANNICK HENRI COSTE, JEAN-PHILIPPE ALEXANDRE DAINESE, CHRISTOPHE LUDOVIC GLEIZES";"BORDENEUVE 11150 BRAM FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Travaux agricoles à façons.";"'11";"";"";"Active"
"ESMOD";"25/02/1948";"'572135077";"SATORU NINO, OLIVIER BRUNISHOLTZ, MARY FRANCES BYRNES, ASAHI ALEXIS Nino, VERONIQUE MAURICETTE Beaumont, STEPHANE Melloul, MARC Botbol";"10 RUE CATHERINE DE LA ROCHEFOUCAULD 75009 PARIS FRANCE ";"SA à conseil d'administration";"ENSEIGNEMENT PROFESSIONNEL RELATIF A LA COUPE COUTURE MODE DESSIN DE MODE";"'75";"16 BOULEVARD MONTMARTRE 75009 PARIS FRANCE 12 RUE DE CLERY 75002 PARIS FRANCE 85 BOULEVARD DE CESSOLE 06100 NICE FRANCE 85 RUE DE SEZE 69006 LYON FRANCE 6 PLACE DES COLOMBES 35000 RENNES FRANCE 4 COURS DE L'INTENDANCE 33000 BORDEAUX FRANCE 27 BOULEVARD DU GENERAL LECLERC 59100 ROUBAIX FRANCE 23 RUE DES JEUNEURS 75002 PARIS FRANCE 11 COURS EDOUARD VAILLANT 33300 BORDEAUX FRANCE 6 RUE DU LOUIS D'OR 35000 RENNES FRANCE 19 RUE VOLTAIRE 75011 PARIS FRANCE 12 RUE BURDEAU 69001 LYON FRANCE 30 AVENUE JEAN LOLIVE 93500 PANTIN FRANCE 243 RUE DE CHATEAUGIRON 35000 RENNES FRANCE ";"413550.0";"Active"
"SCI LA RENOLIERE DES BOIS";"26/02/1948";"'322593658";"";"LE PRESBYTERE 85120 SAINT-PIERRE-DU-CHEMIN FRANCE ";"Société civile immobilière";"la propriété l'administration l'exploitation par bail ou autrement la mise en valeur de quelque manière qué ce soit tant dès immeubles apportes qué de ceux pouvant devenir la propriété de la société.";"'85";"LA MARTIERE 85120 SAINT-PIERRE-DU-CHEMIN FRANCE ";"8049.31";"Active"
"SCI DE SAINT NAZAIRE EN ROYANS";"28/02/1948";"'443924683";"JACQUES BENVENISTE";"5 RUE LEROUX 75016 PARIS FRANCE ";"Société civile";"L'ACQUISITION, L'ADMINISTRATION, L'EXPLOITATION PAR BAIL OU LOCATION DE DIVERS IMMEUBLES BATIS OU NON SITUES SUR LA COMMUNE DE SAINT NAZAIRE EN ROYANS (DROME)";"'75";"";"1524.49";"Active"
"ETABLISSEMENTS THEVENIN ET COMPAGNIE";"28/02/1948";"'785820739";"FRANCOISE MARIE DOUSSAUD, DOMINIQUE MAURICE ARCHIE THEVENIN";"5 RUE DE LA MOTTE 08800 THILAY FRANCE ";"Société par actions simplifiée";"Fabrication et vente d'articles de visserie, boulonnerie, tire-fonds, forge, tarauderie, tréfilerie, estampage, étamage.";"'08";"";"174960.0";"Active"
"SOC EXPLOIT DES ETS LAIGLE";"01/03/1948";"'310083159";"";"";"SA à conseil d'administration";"";"";"AV DE LORRAINE 59300 VALENCIENNES FRANCE ";"";"Active"
"PLAISIR DU LIVRE";"01/03/1948";"'542067020";"MARIE-JEAN PARE, JEAN-CHARLES PARE, JEAN CLAUDE PARE";"6 RUE DU BOURG 45740 LAILLY-EN-VAL FRANCE ";"SA à conseil d'administration";"Exploitation d'un fonds de commerce de livres sous toutes ses formes et en général toutes opérations commerciales";"'45";"5 RUE BAUDOIN 75013 PARIS FRANCE 79 AV LA BRUYERE 94400 VITRY-SUR-SEINE FRANCE 1 IMP DES ALOES 97427 L'ETANG-SALE FRANCE 54 RUE LEON GEFFROY 94400 VITRY-SUR-SEINE FRANCE ";"310000.0";"Active"
"MALAQUIN";"01/03/1948";"'588800359";"CHRISTINE BAYARD, DENIS Blanc, DAVID Lourme, JEAN-YVES MERCIER";"741 RUE DU CHAMP DES OISEAUX 59230 SAINT-AMAND-LES-EAUX FRANCE ";"Société par actions simplifiée";"Traitement et élimination des déchets non dangereux. Transporteur public routier de marchandises et/ou loueur de véhicules industriels avec conducteur au moyen de véhicules de tout tonnage.";"'59";"520 RTE DE LILLE 59230 ROSULT FRANCE 5001 LD LA COUTURELLE 59178 MILLONFOSSE FRANCE 9012 RUE DU COMMERCE 59590 RAISMES FRANCE 9001 RUE DE LA BRUYERE 59230 SAINT-AMAND-LES-EAUX FRANCE 541 RUE DU CHAMP DES OISEAUX 59230 SAINT-AMAND-LES-EAUX FRANCE ";"910000.0";"Active"
"COLLIN JURASSIENNE";"01/03/1948";"'625880430";"GAUTIER GABRIEL COLLIN";"RTE DE LA HAITROYE 88540 BUSSANG FRANCE ";"Société à responsabilité limitée";"exploitation forestière, vente sur pied ou en sciage de bois de toutes essences, transformation de sciage de tous bois et dérivés, commission, importation et exportation de ces mêmes produits";"'88";"";"250800.0";"Active"
"AUTO SERVICE REPARATION";"01/03/1948";"'058805813";"MARC BRUSCHET";"5 BD RABATAU 13008 MARSEILLE FRANCE ";"Société civile";"Activites de holding, toutes opérations financières, mobilières ou autres.";"'13";"230 RUE GUILLAUME DU VAIR 13290 AIX-EN-PROVENCE FRANCE 5 IMP DES PEUPLIERS 13008 MARSEILLE FRANCE 27 BD DE LOUVAIN 13008 MARSEILLE FRANCE PLAN DE CAMPAGNE 13170 LES PENNES MIRABEAU FRANCE 84 BD ODDO 13015 MARSEILLE FRANCE ";"982800.0";"Active"
"TOURLONIAS";"01/03/1948";"'315820134";"JEAN-MICHEL BELLON, JEAN-LUC MARIUS TOURLONIAS";"LD LA COMBETTE 63480 VERTOLAYE FRANCE ";"Société à responsabilité limitée";"Toutes opérations industrielles et commerciales se rapportant à la fabrication l'achat et la vente d'articles de cadeaux et de décoration ainsi que d'articles ménagers en bois et en toute autre matière";"'63";"";"136004.0";"Active"
"CUMA DE LANDEMONT";"01/03/1948";"'786167940";"BENOIT ALLARD, ANTHONY FEVRIER, OLIVIER GOURRAUD, GAEL MAINGUY, JEREMIE TERRIEN";"5 LD PIERRE BLANCHE 49270 OREE-D'ANJOU FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Mise à disposition de matériels agricoles auprès de ses adhérents";"'49";"MAIRIE 49270 OREE-D'ANJOU FRANCE ";"69226.0";"Active"
"CUMA REMAUDIERE";"01/03/1948";"'431679893";"LAURENT BUROT, MICKAEL ETOURNEAU, MICKAEL GABORIT";"LA HARASSIERE 44430 LA REMAUDIERE FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"mise a disposition pour ses adherents de matériel et de batiment";"'44";"";"";"Active"
"SOCIETE THUILLIER ET FILS";"01/03/1948";"'695880039";"DENIS HENRI THUILLIER";"23 RUE GROSILLE 60128 PLAILLY FRANCE ";"Société par actions simplifiée";"Commerce et industrie du bois, exploitation forestière.";"'60";"";"600000.0";"Active"
"LA FLECHE RIPAGERIENNE";"01/03/1948";"'564501435";"JEAN MICHEL BUREAU";"LE SARDON 42800 RIVE-DE-GIER FRANCE ";"Société à responsabilité limitée";"location d'immeuble industriel et détention de titres de participations";"'42";"";"30000.0";"Active"
"CAFE DE FRANCE";"01/03/1948";"'582033536";"CHRISTOPHE Elziere, DELPHINE Richard";"12 PL D'ITALIE 75013 PARIS FRANCE ";"Société par actions simplifiée";"VINS, LIQUEURS, BAR, BRASSERIE, RESTAURANT";"'75";"";"2400.0";"Active"
"MOBILIER CANAVESE";"01/03/1948";"'591620141";"FREDERIC JEAN-PIERRE COLLIGNON";"RTE NATIONALE N°96 13650 MEYRARGUES FRANCE ";"Société à responsabilité limitée";"Fabrication de meubles, menuiserie, acquisition, vente de tout mobilier.";"'13";"RTE DES ALPES 13080 AIX EN PROVENCE FRANCE 52 RUE AUMONE VIEILLE 13100 AIX EN PROVENCE ";"21342.86";"Active"
"AUGIER ET CIE";"01/03/1948";"'058808460";"VINCENT IVAL";"11 RUE HENRI DUNANT 78340 LES CLAYES-SOUS-BOIS FRANCE ";"Société à responsabilité limitée";"Courtage, grains oléagineux, huiles, corps gras savons.";"'78";"44 RUE SAINTE 13001 MARSEILLE FRANCE 87 CHE DE JEAN COURT 83390 PIERREFEU-DU-VAR FRANCE ";"7622.45";"Active"
"SALLE DES VENTES DIONYSIENNE";"01/03/1948";"'572035855";"VICTOR ATTIA";"92 B RUE GABRIEL PERI 93200 SAINT-DENIS FRANCE ";"Société à responsabilité limitée";"L'acquisition, la vente et la location de Biens Immobiliers Vente et achat d'ameublement neuf et occasion création acquisition ou prise à bail de tous autres établissements de même nature de prêt à porter confection";"'93";"";"11433.68";"Active"
"SOC PHOTO CINE MADELEINE";"01/03/1948";"'582098679";"PHILIPPE Bohbot, NICOLE MILKOFF";"41 RUE BOISSY D'ANGLAS 75008 PARIS FRANCE ";"Société à responsabilité limitée";"L'EXPLOITATION D'UN FONDS DE COMMERCE D'APPAREILS ET DE FOURNITURES POUR LA PHOTOGRAPHIE ET LE CINEMA, DE PAPETERIE, DE MAROQUINERIE ET DE TOUS OBJETS SIMILAIRES OU DE PAPETERIE, DE MAROQUINERIE ET DE TOUS OBJETS SIMILAIRES OU CONNEXES, LE FONDS EST SITUE A PARIS 8EME, RUE BOISSY D'ANGLAS N° 41 - ACTIVITE DE VENTE LOCATION ET PRESTATION DE SERVICES DANS LES DOMAINES DU LABORATOIRE PHOTOGRAPHIQUE DU MULTI MEDIA DE LA COMMUNICATION PAR SATELLITE DE L'INFORMATIQUE DE L'ELECTRONIQUE ET DE LA COMMUNICATION SOUS TOUTES SES FORMES CONCERNANT TOUS PRODUITS MATERIEL ET ACCESSOIRES LIES A CES ACTIVITES";"'75";"";"12195.92";"Active"
"LA POINTE DROUOT";"01/03/1948";"'308406263";"STEPHANIE Enjelvin, HERVE Enjelvin";"34 RUE DROUOT 75009 PARIS FRANCE ";"Société à responsabilité limitée";"Café, bar, brasserie, restaurant ";"'75";"";"12080.0";"Active"
"REGIE REGIONALE DES TRANSPORTS DE LA HAUTE VIENNE";"01/03/1948";"'758500896";"THIBAULT PATRICE BERGERON, CATHERINE THERESE BERNARDEAU, YVETTE MARGUERITE CLAUDETTE CADEAU, STEPHANE JEAN-MARIE CORDONNIER-DETERPIGNY, ALAIN JEAN PHILIPPE DARBON, LORIE DESFORGES, STEPHANE EMMANUEL SEBASTIEN DESTRUHAUT, ALBIN FREYCHET, GUILLAUME FREDERIC VINCENT GUERIN, JEAN-LOUIS EMILE ANDRE PAGES, THIERRY FRANCK LUCIEN PERCHEC, SEVERINE PINEAU, MELANIE PLAZANET, VIRGINIE-ANNE RIBIERE, FRANCOIS RAYMOND GERARD VINCENT";"12 PL DES CHARENTES 87100 LIMOGES FRANCE ";"Collectivité locale à caractère industriel ou commercial";"Transports publics routiers de voyageurs et messageries services occasionnels de transports public de voyageurs transports routiers service de transports de marchandises pour le compte d'autrui location de véhicules pour le transport de marchandises et pour le transport de voyageurs entretien ou de tout autre organisme ou collectivité.";"'87";"VIENNE 87700 AIXE-SUR-VIENNE FRANCE ";"";"Active"
"SOCIETE DE SERRURERIE GENERALE";"01/03/1948";"'572013597";"";"18 RUE DOMBASLE 93100 MONTREUIL FRANCE ";"Société par actions simplifiée";"Serrurerie en tous genres";"'93";"";"76224.51";"Active"
"CARS BITTEROIS";"01/03/1948";"'572921534";"LIONEL ROUS";"1 RUE FREDERIC ET IRENE JOLIOT CURIE 34420 VILLENEUVE-LES-BEZIERS FRANCE ";"Société à responsabilité limitée";"Transport en commun par autobus";"'34";"101 AV DU PRESIDENT WILSON 34500 BEZIERS FRANCE ";"8232.25";"Active"
"TUILERIE SIGEANNAISE";"01/03/1948";"'975450040";"JEANINE MARTINEZ, MICHEL PASCAL, SABINE PASCAL, SYLVIE PASCAL";"88 AV DE PORT LA NOUVELLE 11130 SIGEAN FRANCE ";"Société civile immobilière";"Propriété de ses immeubles leur exploitation par bail location ou de toute manière ainsi que l'acquisition éventuelle de tous immeubles";"'11";"";"45307.85";"Active"
"GFA DES FERMES D'AULNAY AUX PLANCHES";"01/03/1948";"'443877915";"CAMILLE FREDERIQUE NATHALIE ALICE RENARD, REMI CHARLES ROBERT RENARD, ALICE GUYLENE CECILE RENARD, FREDERIC RENARD, JUSTINE CLAIRE ALICE RENARD, BERTILLE MARIE JULIENNE RENARD, THIERRY ROBERT PAUL RENARD";"LIEUDIT LA GROSSE FERME 51130 VAL-DES-MARAIS FRANCE ";"Groupement foncier agricole";"Propriete,gestion,administration de tous immeubles et droits immobiliers à destination agricole...";"'51";"";"1288.0";"Active"
"ZYDUS FRANCE";"01/03/1948";"'572197671";"PRADIPSINH SOLANKI, STEPHAN PLOQUIN";"25 RUE DES PEUPLIERS 92000 NANTERRE FRANCE ";"Société par actions simplifiée";"Laboratoire pharmaceutique";"'92";"40 RUE LECUYER 93300 AUBERVILLIERS FRANCE 51 RUE DE PARADIS 75010 PARIS 10 FRANCE 61 RUE LECUYER 93300 AUBERVILLIERS FRANCE ";"7776536.0";"Active"
"LIBRAIRIE NOTRE DAME AYMON PAILLET";"01/03/1948";"'057501215";"ALAIN LOUIS MARIE PAILLET";"2 RUE LAFAYETTE 38000 GRENOBLE FRANCE ";"Société à responsabilité limitée";"Librairie, objets de piété, fournitures de bureau et notamment exploitation d'un fonds de commerce dénommé ""Librairie religieuse"".";"'38";"";"20000.0";"Active"
"PATISSERIE CONFISERIE GROSS";"01/03/1948";"'308186139";"";"66 RUE DU GENERAL GOURAUD 67210 OBERNAI FRANCE ";"Société par actions simplifiée";"Pâtisserie, confiserie, salon de thé. Exploitation d'une licence de petite ou grande restauration.";"'67";"24 PL DES HALLES 67000 STRASBOURG FRANCE 13 RUE POINCARE 67210 OBERNAI FRANCE 1 PL DE LA VICTOIRE 67600 SELESTAT FRANCE RUE DU FORT 67118 GEISPOLSHEIM FRANCE 17 RUE DES ORFEVRES 67000 STRASBOURG FRANCE 2 RUE JEAN MARIE LEHN 67560 ROSHEIM FRANCE ";"80000.0";"Active"
"SOC BORDELAISE FABRICATIONS METALLIQUES";"01/03/1948";"'775582117";"BENJAMIN BERTON, PATRICK RENE BERTON, PHILIPPE GUERMEUR";"1 LA FORET 33320 EYSINES FRANCE ";"Société par actions simplifiée";"Fabrication et négoce de grillages, pose de grillages, élaboration de matériels de clôture et de serrurerie, découpe de tous matériaux selon toutes techniques - étude et conseil pour le développement de son savoir faire et traitement de surface par  tous moyens.";"'33";"37 RUE CONDORCET 33300 BORDEAUX FRANCE 18 RUE FARADAY 33700 MERIGNAC FRANCE 1 RUE GASPARD MONGE 33600 PESSAC FRANCE 98 RTE DES MONTS DU LYONNAIS 69510 MESSIMY FRANCE 12 RUE GUSTAVE COURBET 19100 BRIVE-LA-GAILLARDE FRANCE 15 RUE PLATON 19100 BRIVE-LA-GAILLARDE FRANCE ";"750000.0";"Active"
"SOCIETE CIVILE FORESTIERE ET DE REBOISEMENT DU HAUT-JURA";"01/03/1948";"'830280657";"CATHERINE MARIE THERESE BOUVET, MICHEL CHRISTIAN MAURICE BOUVET, MARC SIMON RENE BOUVET, MARIE CHRISTINE MONNET, JACQUELINE MONNET, MIREILLE MARIE THERESE SEVE, BERNARD SEVE, MAURICE MARIE CAMILLE SEVE, François Alexis MONET";"3 CHE  3 Chemin du Meix d'Aval 39150 Nanchez FRANCE ";"Groupement forestier";"Constitution, amélioration, équipement, conservation ou gestion d'un ou plusieurs massifs forestiers avec leurs accessoires ou dépendances inséparables sur tous terrains boisés ou à boiser dont le groupement est ou sera propriétaire par acquisition, apport, donation ou autre.";"'39";"";"4116.12";"Active"
"ZYDUS FRANCE";"01/03/1948";"'572197671";"PRADIPSINH SOLANKI, STEPHAN PLOQUIN";"25 RUE DES PEUPLIERS 92000 NANTERRE FRANCE ";"Société par actions simplifiée";"Laboratoire pharmaceutique";"'92";"40 RUE LECUYER 93300 AUBERVILLIERS FRANCE 51 RUE DE PARADIS 75010 PARIS 10 FRANCE 61 RUE LECUYER 93300 AUBERVILLIERS FRANCE ";"7776536.0";"Active"
"SOURCE DU VAL SAINT LAMBERT";"01/03/1948";"'619804206";"";"12 CHE DE LA MESSE 78470 SAINT-LAMBERT FRANCE ";"Société par actions simplifiée";"La production et la vente de toutes eaux de sources naturelles et gazéifiées limonades sirops et dérives";"'78";"30310 VERGEZE FRANCE 64680 OGEU-LES-BAINS FRANCE 10 AV DES FRERES LUMIERE 78190 TRAPPES FRANCE ";"2648000.0";"Active"
"FANTOLI PERE ET FILS";"01/03/1948";"'336581020";"";"20 RUE DE POUILLON 51100 REIMS FRANCE ";"SA à conseil d'administration";"Entreprise générale de travaux plubics et particuliers.";"'51";"";"";"Active"
"SCI SAINT MEDARD";"01/03/1948";"'323305383";"GENEVIEVE SIMONE HENRY, CHRISTIANE SOLANGE HENRY";"";"Société civile immobilière de construction - vente";"";"";"78 BD JEANNE D ARC 02200 SOISSONS FRANCE ";"464.97";"Active"
"CULTURE MECANIQUE ET ELEVAGE MODERNE";"01/03/1948";"'356801951";"FRANCOISE CHEVALIER, SANDRINE MARIANNE PIERRON";"1 RUE DE NONTRON 57670 NEBING FRANCE ";"Société à responsabilité limitée";"Exploitation agricole - élevage bétail - transformation et vente tous produits agricoles et laitiers- achat et vente de tous produits d'alimentation.";"'57";"";"197120.0";"Active"
"SCI DE TRONCHINE";"02/03/1948";"'443947437";"ROSINE Béguin, ERIC Béguin, CHRISTIAN Béguin, MARIE-MADELEINE Béguin, MICHEL Béguin, PHILIPPE Dupont, ANNIK Dupont, PHILAE Lachaux, BILAL Lachaux";"115 RUE CAMBRONNE 75015 PARIS FRANCE ";"Société civile immobilière";"Propriété, administration et exploitation d'un immeuble sis à Thones (74)";"'75";"15 AV STEPHANE MALLARME 75017 PARIS FRANCE 5 RUE PIERRE DEMOURS 75017 PARIS FRANCE ";"128057.17";"Active"
"CUMA DE BATTAGES";"05/03/1948";"'777031105";"VINCENT MICHEL FRANCOIS BEGUE, ERIC BRISTOT, JEAN-PIERRE PAUL LAGARDE, GREGORY LAGARDE, JOEL EMILE PAUL TAUPIAC, JEAN MARC BERNARD ZANCHETTA";"MAIRIE 32380 SAINT-CREAC FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Utilisation de matériel agricole.";"'32";"";"26675.53";"Active"
"LAITERIE DE SAINT-DENIS DE L'HOTEL";"06/03/1948";"'085581494";"";"10 RTE DE L'AERODROME 45550 SAINT-DENIS-DE-L'HOTEL FRANCE ";"Société par actions simplifiée";"Commerce, industrie du lait, ramassage, production, vente, transformation de ces produits et sous-produits, crème, beurre, fromages, et d'une manière générale l'industrie laitière et les industries Agro-alimentaires dans tout leur développement, le traitement et le conditionnement de tous produits liquides";"'45";"GRANDE RUE 45550 SAINT-DENIS-DE-L'HOTEL FRANCE ";"471121.0";"Active"
"CUMA DE CHAPPES";"07/03/1948";"'778999664";"ALAIN BOULICAUD, PASCAL CLAUDE MERITET, BENOIT RAMILLON, JEAN TOURRET";"MAIRIE 03390 CHAPPES FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Mise à disposition de matériels agricoles aux adhérents";"'03";"";"";"Active"
"SCI  33 RUE DE MONTREUIL A PANTIN";"08/03/1948";"'428551873";"CHRISTINE MARGURITE LUCIE JANINE MAUDUIT, CLAUDINE LOUISE LUCIE LINDECKER, CATHERINE SIMONNE MAUDUIT";"39 AV 39 avenue du General de Gaulle  77420 Champs-sur-Marne FRANCE ";"Société civile immobilière";"acquisition administration d'immeubles";"'77";"";"30.49";"Active"
"AIR INDIA LIMITED";"10/03/1948";"'552111734";"PANKAJ Tiwari, CAMPBELL DAVID MCGREGOR Wilson";"3 RUE DES COLONNES 75002 PARIS FRANCE ";"Société étrangère immatriculée au RCS";"Transports aériens";"'75";"1 RUE AUBER 75009 PARIS FRANCE BOMBAY INDE 4 AV DE SUEDE 06000 NICE FRANCE 20 QUAI DOCTEUR GAILLETON 69002 LYON FRANCE 8 RUE HALEVY 75009 PARIS FRANCE AEROPORT CHARLES DE GAULLE 77990 MAUREGARD FRANCE 1 RUE DU PIED SEC 93290 TREMBLAY-EN-FRANCE FRANCE 10 RUE DU PAVE 93290 TREMBLAY-EN-FRANCE FRANCE TERRITOIRE DE DELHI INDE AEROPORT CHARLES DE GAULLE 77990 LE MESNIL-AMELOT FRANCE 35 CHE DE LA VERNIQUE 69130 ECULLY FRANCE AEROPORT CHARLES DE GAULLE 93290 TREMBLAY-EN-FRANCE FRANCE ";"5000000000.0";"Active"
"ENTREPRISE GENERALE DE CONSTRUCTIONRENEJONCOUR";"10/03/1948";"'375880408";"RENE YVES JONCOUR, ROMAIN JONCOUR";"16 RUE AN DOUR RUZ 29700 PLUGUFFAN FRANCE ";"Société par actions simplifiée";"Entreprise générale du bâtiment";"'29";"28 RUE DU MOULIN AUX COULEURS 29000 QUIMPER FRANCE MANOIR KERHUENNEC AR GORRE 29700 PLUGUFFAN FRANCE ";"620000.0";"Active"
